,experiment,fold,delta,adi
0,1,1,0.1,0.0
1,1,1,0.01,0.0
2,1,2,0.1,0.0020325203252032522
3,1,2,0.01,0.0
4,1,3,0.1,0.018292682926829267
5,1,3,0.01,0.0040650406504065045
6,1,4,0.1,0.0
7,1,4,0.01,0.0
8,1,5,0.1,0.0
9,1,5,0.01,0.0
