,fold,alpha,accuracy train coherent,accuracy test coherent,accuracy train incoherent,accuracy test incoherent,accuracy train,accuracy test,violations train,violations test,constraint accuracy train,constraint accuracy test,runtime
0,1,0.05,0.05050761421319797,0.038539553752535496,0.7424809644670051,0.7380197768762677,0.12822697606961528,0.11623442480440435,2862,725,0.2736040609137056,0.2647058823529411,371.73604464530945
1,2,0.05,0.09845216950012688,0.09238578680203045,0.7531876427302715,0.7496827411167513,0.2140029724145447,0.2083442107807589,2486,613,0.36919563562547575,0.3776649746192894,370.6885106563568
2,3,0.05,0.09667597056584623,0.09340101522842639,0.7523312611012434,0.7503807106598985,0.22064921883495894,0.21800580130529376,2476,619,0.37173306267444806,0.37157360406091366,282.26750898361206
3,4,0.9,0.002537427048972342,0.0040609137055837565,0.5805633088048718,0.5818527918781726,0.09961213615108784,0.10176456369349737,0,0,1.0,1.0,264.01444244384766
4,5,0.1,0.12078152753108348,0.11269035532994924,0.7503171783811216,0.7390862944162436,0.2663712376602539,0.24846023688663257,2048,498,0.4803349403704643,0.4944162436548223,264.3108603954315
