,fold,alpha,accuracy train coherent,accuracy test coherent,accuracy train incoherent,accuracy test incoherent,accuracy train,accuracy test,violations train,violations test,constraint accuracy train,constraint accuracy test,runtime
0,1,0.5,0.06269035532994924,0.06795131845841786,0.6468908629441624,0.6537778904665315,0.20763838530335996,0.21872887085868808,0,0,1.0,1.0,460.58839416503906
1,2,0.9,0.005836082212636387,0.009137055837563452,0.5979129662522202,0.6020304568527919,0.12330687159411091,0.1304326806864869,0,0,1.0,1.0,462.2930793762207
2,3,0.9,0.10860187769601624,0.10152284263959391,0.6648058868307536,0.658756345177665,0.24787037372675608,0.236886632825719,0,0,1.0,1.0,425.7214391231537
3,4,0.9,0.017761989342806393,0.017258883248730966,0.6243656432377569,0.6233502538071066,0.16353113181329484,0.16214648295866516,0,0,1.0,1.0,396.3182668685913
4,5,0.5,0.025120527784826187,0.02131979695431472,0.6391461557980208,0.6408629441624365,0.18488176798250455,0.18559342518733338,0,0,1.0,1.0,400.8060600757599
