,experiment,fold,delta,adi
0,3,1,0.1,0.8133669609079445
1,3,1,0.01,0.5725094577553594
2,3,2,0.1,0.19167717528373265
3,3,2,0.01,0.15889029003783103
4,3,3,0.1,0.4098360655737705
5,3,3,0.01,0.2635561160151324
6,3,4,0.1,0.5649432534678437
7,3,4,0.01,0.44388398486759145
8,3,5,0.1,0.519546027742749
9,3,5,0.01,0.2723833543505675
