,experiment,fold,delta,adi
0,3,1,0.1,0.6569987389659521
1,3,1,0.01,0.4728877679697352
2,3,2,0.1,0.37831021437578816
3,3,2,0.01,0.29255989911727615
4,3,3,0.1,0.2673392181588903
5,3,3,0.01,0.14123581336696092
6,3,4,0.1,0.2509457755359395
7,3,4,0.01,0.07566204287515763
8,3,5,0.1,0.38209331651954603
9,3,5,0.01,0.29508196721311475
