,experiment,fold,delta,adi
0,3,1,0.1,0.008130081300813009
1,3,1,0.01,0.0
2,3,2,0.1,0.0
3,3,2,0.01,0.0
4,3,3,0.1,0.0040650406504065045
5,3,3,0.01,0.0
6,3,4,0.1,0.0
7,3,4,0.01,0.0
8,3,5,0.1,0.0
9,3,5,0.01,0.0
