,fold,alpha,accuracy train corrected,accuracy test corrected,accuracy train,accuracy test,violations train,violations test,runtime
0,1,0.1,0.8278145695364238,0.8040540540540541,0.7902208201892744,0.7484276729559748,3.0,3.0,79.98475241661072
1,2,0.0,0.7940199335548173,0.7733333333333333,0.7539432176656151,0.7295597484276729,0.0,0.0,97.6812219619751
2,3,0.3,0.845,0.8092105263157895,0.7996845425867508,0.7735849056603774,0.0,0.0,62.390796184539795
3,4,0.9,0.8377483443708609,0.8108108108108109,0.7968503937007874,0.759493670886076,0.0,0.0,180.84587407112122
4,5,0.9,0.8244147157190636,0.8766233766233766,0.7763779527559055,0.8544303797468354,0.0,0.0,179.8343985080719
