,experiment,fold,delta,adi
0,4,1,0.1,0.3064312736443884
1,4,1,0.01,0.16519546027742749
2,4,2,0.1,0.5409836065573771
3,4,2,0.01,0.3896595208070618
4,4,3,0.1,0.47162673392181587
5,4,3,0.01,0.37578814627994955
6,4,4,0.1,0.13871374527112232
7,4,4,0.01,0.2648171500630517
8,4,5,0.1,0.5119798234552333
9,4,5,0.01,0.3354350567465322
