,experiment,fold,delta,adi
0,1,1,0.1,0.37831021437578816
1,1,1,0.01,0.27742749054224464
2,1,2,0.1,0.16897856242118536
3,1,2,0.01,0.2244640605296343
4,1,3,0.1,0.38083228247162676
5,1,3,0.01,0.2068095838587642
6,1,4,0.1,0.27112232030264816
7,1,4,0.01,0.2597730138713745
8,1,5,0.1,0.2686002522068096
9,1,5,0.01,0.21059268600252207
