,fold,alpha,accuracy train coherent,accuracy test coherent,accuracy train incoherent,accuracy test incoherent,accuracy train,accuracy test,violations train,violations test,constraint accuracy train,constraint accuracy test,runtime
0,1,0.05,0.1700507614213198,0.1643002028397566,0.699238578680203,0.6957403651115619,0.31642494561275847,0.3095238095238099,0,0,1.0,1.0,860.1030192375183
1,2,0.9,0.01700076122811469,0.02030456852791878,0.623763004313626,0.625761421319797,0.1624436630780212,0.16649746192893353,0,0,1.0,1.0,615.4077715873718
2,3,0.9,0.0860187769601624,0.0883248730964467,0.666328343060137,0.6643401015228426,0.24416089704087962,0.24220449601160315,0,0,1.0,1.0,611.3118298053741
3,4,0.05,0.09439228622177112,0.09847715736040609,0.7546149454453185,0.7509517766497462,0.205309868174624,0.20934493594392076,2593,634,0.34204516620147174,0.35634517766497464,617.304767370224
4,5,0.05,0.09819842679522964,0.0883248730964467,0.7527118751585892,0.7494289340101523,0.21685214050096116,0.21446217065506412,2519,635,0.360822126363867,0.35532994923857864,616.3809933662415
