,experiment,fold,delta,adi
0,5,1,0.1,0.0
1,5,1,0.01,0.0
2,5,2,0.1,0.0
3,5,2,0.01,0.0
4,5,3,0.1,0.0
5,5,3,0.01,0.0
6,5,4,0.1,0.012195121951219513
7,5,4,0.01,0.006097560975609756
8,5,5,0.1,0.024390243902439025
9,5,5,0.01,0.0
