,fold,num violations,accuracy train corrected,accuracy test corrected,accuracy train,accuracy test,violations train,violations test,runtime
0,1,31.0,0.8011049723756906,0.8111111111111111,0.7379134860050891,0.7373737373737373,0.0,0.0,602.0366985797882
1,2,33.0,0.8138888888888889,0.7608695652173914,0.7455470737913485,0.7070707070707071,0.0,0.0,453.82391452789307
2,3,33.0,0.7922437673130194,0.8461538461538461,0.7258883248730964,0.7857142857142857,0.0,0.0,331.661447763443
3,4,31.0,0.7988980716253443,0.7078651685393258,0.7360406091370558,0.6428571428571429,0.0,0.0,349.8816292285919
4,5,32.0,0.7955801104972375,0.8333333333333334,0.7309644670050761,0.7653061224489796,0.0,0.0,550.7026629447937
